selection_class,level,profile,ep_mode,eds_premiere,eds_terminale,eds_non_poursuivie,eaf_due,math_ea_due,fr_pos_requis,fr_mai_requis,diagnostic_nexus_utile,same_session_basis,instruments,candidate_booklets,candidate_pdfs,coach_keys,estimated_total_duration_min,states_in_class,representative_state,archive,missing_pdfs,ready_to_send
P1|EDS-MATH/N1 EDS-PC/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+PC+SVT,,inconnue,les_deux,non,oui,non,oui,,EDS-MATH/N1 EDS-PC/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf SPECIALITE_SVT.pdf,10,11,610,8,P1_annuelle_MATH-PC-SVT_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HGGSP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SES+HGGSP,,inconnue,les_deux,non,non,non,oui,,EDS-HGGSP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES.pdf,9,9,555,8,P1_annuelle_MATH-SES-HGGSP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HGGSP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SES+HGGSP,,inconnue,les_deux,non,oui,non,oui,,EDS-HGGSP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SES.pdf,10,11,610,8,P1_annuelle_MATH-SES-HGGSP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HLP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SES+HLP,,inconnue,les_deux,non,non,non,oui,,EDS-HLP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,9,9,555,8,P1_annuelle_MATH-SES-HLP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HLP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SES+HLP,,inconnue,les_deux,non,oui,non,oui,,EDS-HLP/N1 EDS-MATH/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_SES.pdf,10,11,610,8,P1_annuelle_MATH-SES-HLP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HGGSP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SVT+HGGSP,,inconnue,les_deux,non,non,non,oui,,EDS-HGGSP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SVT.pdf,9,9,555,8,P1_annuelle_MATH-SVT-HGGSP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HGGSP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SVT+HGGSP,,inconnue,les_deux,non,oui,non,oui,,EDS-HGGSP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_SVT.pdf,10,11,610,8,P1_annuelle_MATH-SVT-HGGSP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HLP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SVT+HLP,,inconnue,les_deux,non,non,non,oui,,EDS-HLP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_SVT.pdf,9,9,555,8,P1_annuelle_MATH-SVT-HLP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HLP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SVT+HLP,,inconnue,les_deux,non,oui,non,oui,,EDS-HLP/N1 EDS-MATH/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_SVT.pdf,10,11,610,8,P1_annuelle_MATH-SVT-HLP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-MATH/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SVT+SES,,inconnue,les_deux,non,non,non,oui,,EDS-MATH/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_SES.pdf SPECIALITE_SVT.pdf,9,9,555,8,P1_annuelle_MATH-SVT-SES_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-MATH/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,MATH+SVT+SES,,inconnue,les_deux,non,oui,non,oui,,EDS-MATH/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPE MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_AVEC_SPECIALITE.pdf SPECIALITE_SES.pdf SPECIALITE_SVT.pdf,10,11,610,8,P1_annuelle_MATH-SVT-SES_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HGGSP/N1 EDS-HLP/N1 EDS-NSI/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+HGGSP+HLP,,inconnue,les_deux,non,non,non,oui,,EDS-HGGSP/N1 EDS-HLP/N1 EDS-NSI/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_HLP.pdf SPECIALITE_NSI.pdf,9,9,555,8,P1_annuelle_NSI-HGGSP-HLP_tle-inconnue_EAF-les_deux,audit-fixtures/combinaisons/Premiere/P1_NSI-HGGSP-HLP_EAF-ecrit-et-oral.zip,,oui
P1|EDS-HGGSP/N1 EDS-HLP/N1 EDS-NSI/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+HGGSP+HLP,,inconnue,les_deux,non,oui,non,oui,,EDS-HGGSP/N1 EDS-HLP/N1 EDS-NSI/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_HLP.pdf SPECIALITE_NSI.pdf,10,11,610,8,P1_annuelle_NSI-HGGSP-HLP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HGGSP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SES+HGGSP,,inconnue,les_deux,non,non,non,oui,,EDS-HGGSP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,9,9,555,8,P1_annuelle_NSI-SES-HGGSP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HGGSP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SES+HGGSP,,inconnue,les_deux,non,oui,non,oui,,EDS-HGGSP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,11,610,8,P1_annuelle_NSI-SES-HGGSP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HLP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SES+HLP,,inconnue,les_deux,non,non,non,oui,,EDS-HLP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,9,9,555,8,P1_annuelle_NSI-SES-HLP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HLP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SES+HLP,,inconnue,les_deux,non,oui,non,oui,,EDS-HLP/N1 EDS-NSI/N1 EDS-SES/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf,10,11,610,8,P1_annuelle_NSI-SES-HLP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HGGSP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SVT+HGGSP,,inconnue,les_deux,non,non,non,oui,,EDS-HGGSP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_NSI.pdf SPECIALITE_SVT.pdf,9,9,555,8,P1_annuelle_NSI-SVT-HGGSP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HGGSP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SVT+HGGSP,,inconnue,les_deux,non,oui,non,oui,,EDS-HGGSP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_NSI.pdf SPECIALITE_SVT.pdf,10,11,610,8,P1_annuelle_NSI-SVT-HGGSP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HLP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SVT+HLP,,inconnue,les_deux,non,non,non,oui,,EDS-HLP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_NSI.pdf SPECIALITE_SVT.pdf,9,9,555,8,P1_annuelle_NSI-SVT-HLP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HLP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SVT+HLP,,inconnue,les_deux,non,oui,non,oui,,EDS-HLP/N1 EDS-NSI/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HLP.pdf SPECIALITE_NSI.pdf SPECIALITE_SVT.pdf,10,11,610,8,P1_annuelle_NSI-SVT-HLP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-NSI/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SVT+SES,,inconnue,les_deux,non,non,non,oui,,EDS-NSI/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf SPECIALITE_SVT.pdf,9,9,555,8,P1_annuelle_NSI-SVT-SES_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-NSI/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,NSI+SVT+SES,,inconnue,les_deux,non,oui,non,oui,,EDS-NSI/N1 EDS-SES/N1 EDS-SVT/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_NSI.pdf SPECIALITE_SES.pdf SPECIALITE_SVT.pdf,10,11,610,8,P1_annuelle_NSI-SVT-SES_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HGGSP/N1 EDS-HLP/N1 EDS-PC/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,PC+HGGSP+HLP,,inconnue,les_deux,non,non,non,oui,,EDS-HGGSP/N1 EDS-HLP/N1 EDS-PC/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_HLP.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf,9,9,555,8,P1_annuelle_PC-HGGSP-HLP_tle-inconnue_EAF-les_deux,,,oui
P1|EDS-HGGSP/N1 EDS-HLP/N1 EDS-PC/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,PC+HGGSP+HLP,,inconnue,les_deux,non,oui,non,oui,,EDS-HGGSP/N1 EDS-HLP/N1 EDS-PC/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard FR-POS/standard FR-POS-ORAL/standard MATH-EA/SPECIFIQUES MET/standard QP/standard TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf SPECIALITE_HLP.pdf SPECIALITE_PHYSIQUE-CHIMIE.pdf,10,11,610,8,P1_annuelle_PC-HGGSP-HLP_tle-inconnue_EAF-les_deux_FR-POS,,,oui
P1|EDS-HGGSP/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES TC-EMC/1RE TC-ES/1RE TC-HG/1RE,Premiere,P1,annuelle,PC+NSI+HGGSP,PC+NSI,HGGSP,les_deux,non,non,non,non,,EDS-HGGSP/N1 FR-EAF/standard_2028 FR-EAF-ORAL/standard MATH-EA/SPECIFIQUES TC-EMC/1RE TC-ES/1RE TC-HG/1RE,ENSEIGNEMENT_MORAL_ET_CIVIQUE.pdf ENSEIGNEMENT_SCIENTIFIQUE.pdf FRANCAIS_ECRIT_ET_ORAL.pdf HISTOIRE-GEOGRAPHIE.pdf MATHEMATIQUES_SANS_SPECIALITE.pdf SPECIALITE_HGGSP.pdf,5,7,405,10,P1_annuelle_PC-NSI-HGGSP_tle-PC-NSI_EAF-les_deux_sans-diag-utile,,,oui
